HeldOutRegion,Method,N_test,Transfer_NDCG@10%,Transfer_Precision@10%,Transfer_Spearman,Transfer_KendallTau
Asia_Oceania,CostAccessHeuristic,1715,0.799415617575032,0.2807017543859649,0.44913269173976395,0.30927633746340527
Asia_Oceania,QualityGreenHeuristic,1715,0.8115251138035824,0.21052631578947367,0.5004810623688146,0.34861444340539866
Asia_Oceania,KMeansRepresentative,1715,0.6655053074220707,0.029239766081871343,-0.07162117524320749,-0.048521692390908686
Asia_Oceania,CostOnly,1715,0.7419709710890394,0.17543859649122806,0.2872148482350091,0.19517686186097427
Asia_Oceania,DistanceOnly,1715,0.7663494567018472,0.16374269005847952,0.3483699877318669,0.23492530269323872
Asia_Oceania,DemandOnly,1715,0.7147730458418228,0.22807017543859648,0.29401231225089247,0.20380955641039492
Asia_Oceania,CapacityOnly,1715,0.7883829759816967,0.28654970760233917,0.5018285659240296,0.3882203065366573
Asia_Oceania,RatingOnly,1715,0.7565675713253368,0.17543859649122806,0.34415456751410783,0.2381662307129614
Asia_Oceania,RenewableOnly,1715,0.7255120186473654,0.1286549707602339,0.3476307072547826,0.28392202381737547
Asia_Oceania,OldestFirst,1715,0.6470127146852758,0.07602339181286549,-0.1106206539421445,-0.07668054899004513
Asia_Oceania,Random,1715,0.6992518775572868,0.12280701754385964,0.02139591411374804,0.014773210501069904
Europe_Africa,PRIME-EV,1299,0.9963525717169818,0.8992248062015504,0.9408735962045551,0.7979007201225075
Europe_Africa,MultiObjective_WeightedSum,1299,0.9879021067312228,0.8062015503875969,0.8889687867227306,0.710854977931347
Europe_Africa,Pareto_BalancedSort,1299,0.9567619025806149,0.5736434108527132,0.840246294544585,0.6462024790942213
Europe_Africa,AHP,1299,0.9887302769463514,0.813953488372093,0.8664608738425627,0.6856489109199799
Europe_Africa,TOPSIS,1299,0.986514826375942,0.8294573643410853,0.7278097656834888,0.5464307616027975
Europe_Africa,VIKOR,1299,0.9828438681645834,0.7984496124031008,0.8098798183849267,0.622732195323889
Europe_Africa,WASPAS,1299,0.9531354140915259,0.5813953488372093,0.843729218681268,0.650595278340219
Europe_Africa,SAW_EqualWeights,1299,0.9409632130293114,0.5271317829457365,0.8504415747090035,0.6595721966998437
Europe_Africa,GradientBoostedRanker,1299,0.992730317679586,0.9069767441860465,0.9577113560943556,0.8227997652824943
Europe_Africa,RandomForestRanker,1299,0.981332011592509,0.8062015503875969,0.9440987336756738,0.7970640071405246
Europe_Africa,RidgeLinearRanker,1299,0.9728964830483864,0.7054263565891473,0.912232011148518,0.7415696084815747
Europe_Africa,ShallowTreeRanker,1299,0.9076438306653006,0.5968992248062015,0.7431406061760798,0.5513064675445967
Europe_Africa,DemandCapacityHeuristic,1299,0.9466786107713627,0.6744186046511628,0.5223690718685811,0.3669837400404192
Europe_Africa,CostAccessHeuristic,1299,0.7982506268229399,0.20155038759689922,0.4555608362839842,0.31479300201244026
Europe_Africa,QualityGreenHeuristic,1299,0.802490270226541,0.2248062015503876,0.5200592905482777,0.3658103716636458
Europe_Africa,KMeansRepresentative,1299,0.6504291384135206,0.05426356589147287,-0.12838065367520882,-0.08546932510607307
Europe_Africa,CostOnly,1299,0.7250787901843245,0.13178294573643412,0.2806559883872535,0.19062136873283933
Europe_Africa,DistanceOnly,1299,0.7483699507353931,0.13178294573643412,0.35696897681444884,0.2411839415788506
Europe_Africa,DemandOnly,1299,0.7363931531515662,0.20155038759689922,0.2512058171375641,0.17509756335308413
Europe_Africa,CapacityOnly,1299,0.7860280026791179,0.3023255813953488,0.5237574360227872,0.40803802183574783
Europe_Africa,RatingOnly,1299,0.7734496981640528,0.21705426356589147,0.35012974871532404,0.2430960704618901
Europe_Africa,RenewableOnly,1299,0.7294680124810571,0.13953488372093023,0.37035191265835954,0.30250744182510153
Europe_Africa,OldestFirst,1299,0.6932975566473469,0.13953488372093023,-0.0731112416531025,-0.050543643019580094
Europe_Africa,Random,1299,0.6838002683691485,0.10077519379844961,0.0014475116616268222,0.0007247485620680125
